last contact date,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,target
2009-07-30,39,management,married,tertiary,no,346,no,no,cellular,230,3,-1,0,,no
2009-11-21,31,management,married,,no,4123,no,no,cellular,584,2,-1,0,,no
2010-01-29,57,retired,married,secondary,no,427,no,no,cellular,246,1,-1,0,,no
2010-06-06,49,entrepreneur,divorced,secondary,no,2908,no,no,,322,1,-1,0,,no
2010-06-06,40,housemaid,divorced,primary,no,1,no,no,,113,3,-1,0,,no
2008-06-06,54,self-employed,divorced,primary,no,351,yes,no,,642,2,-1,0,,yes
2008-06-05,37,blue-collar,married,secondary,no,-97,yes,no,,135,2,-1,0,,no
2008-07-30,40,blue-collar,married,primary,no,1073,no,no,cellular,42,2,-1,0,,no
2009-08-19,48,technician,married,secondary,no,466,no,no,cellular,99,7,-1,0,,no
2009-08-12,54,housemaid,married,primary,no,212,no,no,cellular,81,4,-1,0,,no
2008-05-26,38,blue-collar,married,primary,no,2366,yes,no,,97,4,-1,0,,no
2008-08-20,46,blue-collar,married,secondary,no,123,no,no,cellular,381,3,-1,0,,no
2009-06-06,51,housemaid,married,primary,no,1275,no,no,,92,1,-1,0,,no
2008-02-27,31,management,single,tertiary,no,924,no,no,cellular,172,1,-1,0,,yes
2008-05-07,40,blue-collar,married,secondary,yes,-94,yes,yes,,227,1,-1,0,,no
2010-05-08,32,blue-collar,single,secondary,no,259,yes,no,cellular,158,3,354,1,failure,no
2010-10-16,20,unemployed,married,tertiary,no,18039,yes,no,telephone,3500,24,789,121,other,yes
2010-11-19,52,entrepreneur,divorced,tertiary,no,3975,no,no,cellular,116,5,-1,0,,no
2010-07-09,52,management,married,tertiary,no,-1112,yes,no,cellular,94,1,-1,0,,no
2009-02-10,25,management,married,tertiary,no,103,no,no,cellular,52,9,-1,0,,no
2010-05-06,42,technician,single,secondary,no,568,yes,no,cellular,311,2,341,2,failure,no
2009-04-20,50,blue-collar,married,primary,no,3304,yes,no,cellular,218,1,-1,0,,no
2008-11-18,35,unemployed,single,secondary,no,3854,yes,no,cellular,132,2,-1,0,,no
2008-05-18,33,services,single,secondary,no,1659,yes,no,cellular,133,2,353,6,failure,no
2009-05-14,43,technician,married,secondary,no,212,yes,no,,78,1,-1,0,,no
2010-05-09,43,blue-collar,married,primary,no,757,yes,no,,315,4,-1,0,,no
2009-04-17,38,blue-collar,married,primary,no,398,yes,yes,cellular,239,1,332,1,failure,no
2009-05-30,48,blue-collar,married,secondary,no,1841,yes,no,,216,3,-1,0,,no
2009-12-10,24,entrepreneur,single,tertiary,yes,17019,yes,no,telephone,1584,20,351,106,failure,yes
2010-06-11,45,management,married,tertiary,no,409,no,no,,144,1,-1,0,,no
2009-11-21,50,self-employed,married,tertiary,no,0,no,no,cellular,37,2,-1,0,,no
2010-06-12,47,blue-collar,married,primary,no,1610,yes,no,,68,1,-1,0,,no
2010-08-08,52,management,married,tertiary,no,1209,no,no,cellular,97,4,-1,0,,no
2009-05-07,41,technician,married,secondary,no,169,yes,no,,296,2,-1,0,,no
2009-08-27,40,technician,married,secondary,no,4594,no,no,telephone,296,5,-1,0,,no
2008-12-11,61,housemaid,married,primary,no,60764,no,yes,telephone,213,7,323,3,success,yes
2008-07-17,46,admin.,divorced,primary,no,509,no,no,cellular,272,1,-1,0,,no
2009-11-19,48,technician,married,primary,yes,-530,no,yes,cellular,119,1,-1,0,,no
2010-08-05,43,self-employed,single,tertiary,no,2169,no,no,cellular,229,2,-1,0,,no
2010-05-30,53,technician,married,secondary,no,2647,yes,no,,121,1,-1,0,,no
2008-10-11,28,,single,,no,326,no,no,cellular,450,1,231,1,success,yes
2008-10-04,94,unemployed,single,primary,yes,59924,no,yes,cellular,3529,11,447,53,other,yes
2008-02-04,45,blue-collar,married,secondary,no,226,no,no,telephone,170,2,212,2,failure,no
2010-06-19,36,blue-collar,married,primary,no,-453,yes,no,,130,1,-1,0,,no
2010-09-27,33,self-employed,divorced,primary,yes,101072,no,no,telephone,2047,39,554,209,failure,yes
2010-07-09,51,blue-collar,divorced,secondary,no,104,no,no,cellular,71,1,-1,0,,no
2009-07-08,46,unemployed,married,secondary,no,562,no,no,cellular,491,1,-1,0,,no
2008-10-30,33,management,single,tertiary,no,2934,no,no,cellular,59,1,-1,0,,no
2010-09-15,26,management,single,tertiary,no,362,no,no,cellular,925,1,104,2,success,yes
2008-07-10,38,services,married,tertiary,no,-49,yes,no,cellular,211,1,-1,0,,no
2009-03-15,40,management,single,tertiary,no,1509,no,no,cellular,144,2,124,1,failure,no
2010-07-07,47,,divorced,primary,no,0,no,no,cellular,240,1,-1,0,,no
2008-08-29,31,management,single,tertiary,no,350,no,no,cellular,71,24,-1,0,,no
2008-07-30,53,blue-collar,divorced,primary,no,235,no,no,cellular,241,2,-1,0,,no
2008-04-17,34,blue-collar,married,secondary,no,1226,yes,no,cellular,86,1,-1,0,,no
2008-02-04,33,management,single,secondary,no,1473,no,no,telephone,43,1,-1,0,,no
2008-09-04,31,technician,single,tertiary,no,882,no,no,cellular,293,1,93,1,success,yes
2008-06-26,28,admin.,single,secondary,no,-7,no,yes,,3183,2,-1,0,,yes
2008-06-12,37,management,single,tertiary,no,8828,no,no,,1010,3,-1,0,,yes
2010-07-07,31,management,married,tertiary,no,256,yes,no,cellular,28,24,-1,0,,no
2009-07-23,50,technician,married,secondary,no,1130,yes,no,cellular,119,2,-1,0,,no
2009-08-14,48,management,married,secondary,no,141,no,no,cellular,208,8,-1,0,,no
2008-05-18,28,admin.,single,secondary,no,352,yes,yes,cellular,431,1,-1,0,,yes
2010-02-06,56,entrepreneur,married,secondary,no,1272,no,no,cellular,290,2,-1,0,,no
2010-05-29,42,services,married,primary,no,91,yes,no,,87,7,-1,0,,no
2008-06-06,40,retired,married,secondary,no,263,no,no,,761,3,-1,0,,no
2010-03-13,39,housemaid,married,tertiary,yes,99568,yes,yes,telephone,4481,12,3,208,other,yes
2010-07-24,39,services,divorced,,no,434,yes,no,telephone,553,6,-1,0,,no
2008-01-29,30,technician,single,secondary,no,146,yes,no,cellular,96,1,-1,0,,no
2009-08-12,30,management,single,tertiary,no,67,no,no,cellular,52,2,-1,0,,no
2009-10-01,35,technician,divorced,secondary,no,2047,yes,no,cellular,66,1,-1,0,,no
2009-07-15,29,housemaid,married,primary,no,0,yes,no,cellular,317,3,-1,0,,no
2008-05-13,45,management,married,tertiary,no,849,no,no,,60,1,-1,0,,no
2010-05-21,35,technician,married,secondary,yes,-29,yes,yes,,208,3,-1,0,,no
2010-05-29,50,management,married,tertiary,no,2488,yes,no,,91,2,-1,0,,no
2010-08-05,31,management,single,tertiary,no,155,yes,no,cellular,291,1,-1,0,,no
2009-09-13,64,self-employed,divorced,secondary,yes,2203,yes,no,telephone,3767,9,743,93,other,no
2010-11-02,72,retired,single,tertiary,no,1285,no,no,telephone,179,5,98,2,failure,no
2009-05-12,39,technician,married,secondary,no,504,yes,no,,495,1,-1,0,,no
2010-05-18,44,admin.,married,secondary,no,1042,yes,no,cellular,136,1,-1,0,,no
2010-08-11,45,blue-collar,married,primary,no,2388,no,no,cellular,317,2,-1,0,,no
2010-05-12,45,blue-collar,married,secondary,no,27,yes,no,,299,5,-1,0,,no
2009-05-15,28,student,married,tertiary,no,327,yes,no,cellular,104,3,-1,0,,no
2008-06-02,36,blue-collar,married,secondary,no,426,yes,no,,59,3,-1,0,,no
2009-08-22,54,blue-collar,married,primary,no,2110,yes,no,cellular,120,8,-1,0,,no
2009-10-21,53,housemaid,married,primary,no,2581,no,no,cellular,828,1,189,1,failure,yes
2010-08-13,37,technician,married,tertiary,no,341,no,no,cellular,287,3,182,3,success,yes
2008-06-02,36,self-employed,single,tertiary,no,3560,no,no,,409,2,-1,0,,no
2008-05-08,25,blue-collar,single,secondary,no,0,yes,no,,30,2,-1,0,,no
2010-02-01,29,technician,married,secondary,no,1599,yes,no,cellular,200,2,96,3,failure,no
2008-05-20,36,blue-collar,married,primary,no,408,yes,yes,,1063,2,-1,0,,yes
2009-07-09,46,management,married,tertiary,no,-591,no,no,cellular,126,1,-1,0,,no
2009-11-17,57,housemaid,married,secondary,no,0,no,no,cellular,56,1,-1,0,,no
2010-07-21,38,blue-collar,single,secondary,no,0,yes,no,cellular,292,8,-1,0,,no
2010-11-21,34,management,married,tertiary,yes,0,no,yes,cellular,18,9,-1,0,,no
2010-08-13,50,self-employed,married,secondary,no,10052,no,no,cellular,665,2,-1,0,,yes
2010-05-11,37,technician,married,primary,no,1653,yes,yes,cellular,285,2,349,10,failure,no
2009-05-13,52,management,married,,no,2240,yes,no,,845,1,-1,0,,yes
2010-04-14,38,technician,married,tertiary,no,52,yes,no,cellular,82,4,-1,0,,no
2009-05-14,33,services,married,secondary,no,968,yes,no,cellular,204,5,-1,0,,no
2010-07-28,35,blue-collar,single,primary,no,-631,yes,no,cellular,124,3,-1,0,,no
2010-04-16,28,blue-collar,married,primary,no,5542,yes,no,cellular,404,1,-1,0,,no
2008-02-02,38,unemployed,single,secondary,no,2876,no,no,cellular,245,2,-1,0,,no
2010-04-17,57,housemaid,married,tertiary,no,2326,no,no,cellular,378,1,-1,0,,yes
2009-05-25,43,admin.,single,secondary,no,733,yes,no,cellular,282,1,187,3,success,yes
2010-06-02,32,management,single,,no,3044,yes,no,,651,1,-1,0,,no
2010-12-17,35,self-employed,single,tertiary,yes,101789,yes,no,cellular,2989,29,211,146,other,no
2009-06-03,29,self-employed,married,tertiary,no,3931,yes,no,,73,4,-1,0,,no
2010-05-09,51,management,single,tertiary,no,417,yes,no,,18,1,-1,0,,no
2010-04-23,35,management,married,tertiary,no,8,no,no,cellular,93,3,-1,0,,yes
2009-09-13,83,unemployed,single,secondary,no,77388,no,no,telephone,4353,26,252,189,other,yes
2009-07-09,33,management,married,tertiary,no,437,yes,no,cellular,293,1,-1,0,,no
2008-10-19,62,retired,married,primary,no,1515,yes,no,cellular,131,1,187,2,failure,no
2008-05-14,49,blue-collar,married,primary,no,0,yes,no,,151,2,-1,0,,no
2009-07-29,42,technician,divorced,secondary,no,-78,yes,yes,cellular,10,23,-1,0,,no
2009-05-19,59,blue-collar,divorced,primary,no,457,yes,no,,63,1,-1,0,,no
2009-08-04,36,management,divorced,tertiary,no,0,no,no,cellular,1165,1,-1,0,,yes
2010-01-29,30,admin.,single,secondary,no,19,no,no,cellular,372,1,-1,0,,no
2008-08-07,52,entrepreneur,married,secondary,no,0,no,no,cellular,82,2,-1,0,,no
2009-05-15,29,management,married,tertiary,no,10576,no,no,,1224,2,-1,0,,yes
2008-01-29,46,admin.,married,secondary,no,179,yes,no,cellular,194,4,436,1,other,no
2008-11-21,39,management,single,secondary,no,-490,no,yes,cellular,141,2,-1,0,,no
2010-06-20,57,retired,married,secondary,no,1794,no,yes,,13,3,-1,0,,no
2008-05-08,30,management,single,tertiary,no,59,yes,yes,,202,1,-1,0,,no
2008-11-20,39,blue-collar,single,secondary,no,519,yes,yes,cellular,149,1,155,14,failure,no
2010-05-12,37,technician,married,secondary,no,1047,yes,yes,,151,1,-1,0,,no
2008-05-05,53,services,divorced,secondary,no,1467,yes,no,,124,1,-1,0,,no
2009-07-09,35,blue-collar,married,secondary,no,-258,yes,no,cellular,219,1,-1,0,,no
2010-04-14,33,admin.,married,secondary,no,2374,yes,no,cellular,706,2,-1,0,,no
2008-06-20,47,technician,married,secondary,no,302,yes,no,,89,3,-1,0,,no
2008-02-02,43,admin.,single,secondary,no,-247,yes,yes,cellular,751,2,76,4,failure,yes
2008-01-16,65,housemaid,divorced,secondary,yes,69306,no,no,cellular,819,17,450,80,success,no
2008-04-16,38,admin.,married,secondary,no,281,yes,no,cellular,235,2,335,2,failure,no
2009-07-31,39,services,married,secondary,no,124,yes,no,cellular,81,5,-1,0,,no
2010-11-19,40,management,married,tertiary,no,315,no,no,cellular,321,1,-1,0,,no
2010-07-16,45,management,married,tertiary,no,1063,yes,no,cellular,41,4,-1,0,,no
2008-05-14,60,blue-collar,married,primary,no,2147,no,no,telephone,213,1,-1,0,,no
2008-04-22,32,management,single,tertiary,no,10281,no,no,cellular,400,1,-1,0,,yes
2009-09-10,24,unemployed,single,tertiary,no,12407,yes,yes,telephone,1471,22,330,117,failure,yes
2010-05-05,42,management,married,tertiary,no,1272,yes,no,cellular,117,1,169,1,failure,no
2008-07-22,50,blue-collar,married,secondary,no,2013,no,yes,cellular,226,1,-1,0,,no
2009-01-03,39,entrepreneur,divorced,primary,yes,96430,no,yes,telephone,10,61,476,208,other,no
2010-05-27,52,admin.,married,secondary,no,876,no,no,,227,3,-1,0,,no
2008-04-17,50,admin.,divorced,tertiary,no,432,yes,no,cellular,329,1,-1,0,,no
2009-08-07,45,technician,divorced,secondary,no,1738,no,no,cellular,114,2,-1,0,,no
2009-05-05,40,retired,married,primary,no,0,yes,yes,,181,1,-1,0,,no
2008-04-17,24,blue-collar,single,secondary,no,578,yes,no,cellular,385,5,-1,0,,no
2010-05-11,42,admin.,married,secondary,no,1450,no,no,cellular,489,2,174,1,other,no
2010-05-19,51,management,single,tertiary,no,824,no,no,,102,2,-1,0,,no
2010-07-07,32,admin.,married,secondary,no,1604,no,yes,cellular,625,1,-1,0,,yes
2010-08-21,31,technician,single,tertiary,no,50,no,no,cellular,794,1,-1,0,,no
2010-05-30,40,blue-collar,married,primary,no,-476,yes,no,,105,2,-1,0,,no
2009-07-16,43,retired,married,secondary,no,808,no,no,cellular,481,3,-1,0,,no
2010-05-05,33,blue-collar,married,primary,no,415,yes,no,cellular,316,1,337,4,success,no
2009-11-16,31,student,single,,no,376,no,no,cellular,202,1,96,2,other,no
2009-04-17,47,blue-collar,married,secondary,no,2128,yes,no,telephone,98,1,-1,0,,no
2008-05-16,30,technician,single,secondary,no,677,yes,no,,241,1,-1,0,,no
2008-06-06,60,management,married,secondary,no,130,no,no,,151,1,-1,0,,no
2009-08-18,55,self-employed,married,secondary,no,2678,no,yes,cellular,151,12,-1,0,,no
2009-12-09,35,technician,married,secondary,no,13658,yes,no,telephone,220,2,-1,0,,no
2008-05-19,44,services,married,secondary,no,556,no,no,,134,3,-1,0,,no
2008-08-07,58,retired,married,secondary,no,13,no,no,cellular,92,4,-1,0,,no
2010-06-17,49,admin.,married,secondary,no,652,no,yes,,127,2,-1,0,,no
2010-08-10,34,technician,single,secondary,no,2085,no,no,cellular,356,3,182,2,success,yes
2009-05-26,50,services,married,secondary,no,683,yes,yes,,129,3,-1,0,,no
2009-02-04,54,retired,divorced,secondary,yes,-200,no,yes,cellular,71,1,243,1,failure,no
2010-06-06,53,blue-collar,married,secondary,no,0,no,no,,650,1,-1,0,,no
2009-08-11,30,technician,single,secondary,no,44,no,no,cellular,187,2,-1,0,,no
2009-06-20,48,blue-collar,married,primary,no,1876,yes,no,,11,3,-1,0,,no
2010-05-08,34,blue-collar,single,secondary,yes,-947,yes,no,,211,3,-1,0,,no
2009-09-01,77,retired,married,primary,no,1492,no,no,telephone,663,1,208,2,other,no
2008-08-20,39,management,married,tertiary,no,224,no,no,cellular,414,2,-1,0,,no
2010-08-28,32,management,married,tertiary,no,937,no,no,cellular,90,1,94,2,failure,no
2008-07-21,48,technician,married,secondary,no,1152,yes,no,cellular,168,5,-1,0,,no
2010-01-29,31,blue-collar,married,secondary,no,326,no,yes,cellular,124,1,-1,0,,no
2010-05-12,31,management,single,tertiary,no,4509,yes,no,,207,3,-1,0,,no
2008-05-13,47,blue-collar,married,primary,no,1112,yes,no,cellular,129,1,-1,0,,no
2010-07-10,37,blue-collar,married,secondary,no,563,yes,no,telephone,27,1,-1,0,,no
2009-12-04,92,unemployed,divorced,secondary,no,23469,no,no,cellular,756,45,336,172,other,yes
2008-11-20,34,technician,married,tertiary,no,8077,yes,no,cellular,278,2,-1,0,,no
2010-11-20,31,entrepreneur,single,tertiary,no,38,no,no,cellular,185,2,-1,0,,no
2008-02-09,29,technician,single,secondary,no,362,no,no,cellular,826,7,-1,0,,no
2009-05-14,56,management,married,primary,no,870,no,no,cellular,220,1,179,1,success,yes
2010-08-06,32,student,single,tertiary,no,0,no,no,cellular,101,5,3,6,other,no
2010-07-08,26,management,single,tertiary,no,350,no,no,cellular,367,1,-1,0,,no
2009-05-11,33,services,married,secondary,no,4789,yes,yes,cellular,220,1,339,4,failure,no
2009-01-19,86,housemaid,married,secondary,yes,70593,no,yes,telephone,759,51,50,129,other,no
2010-04-24,52,admin.,married,secondary,no,722,no,no,cellular,60,3,-1,0,,no
2009-06-03,48,management,divorced,tertiary,no,1669,yes,no,,143,1,-1,0,,no
2009-02-04,36,admin.,single,secondary,no,0,no,no,cellular,137,2,-1,0,,no
2010-04-16,37,technician,divorced,tertiary,no,1762,yes,no,cellular,309,1,317,1,failure,no
2009-01-28,35,management,married,tertiary,no,436,no,yes,cellular,507,1,184,4,failure,no
2010-08-09,75,retired,married,primary,no,3504,no,no,telephone,195,1,-1,0,,no
2009-06-12,39,blue-collar,married,primary,no,292,no,no,,394,1,-1,0,,no
2009-01-17,53,entrepreneur,married,primary,yes,29143,yes,no,telephone,560,48,251,63,failure,no
2009-05-28,29,management,single,secondary,no,293,yes,no,,188,2,-1,0,,no
2010-02-13,27,self-employed,single,tertiary,no,970,yes,no,cellular,55,2,-1,0,,no
2008-11-17,40,blue-collar,single,secondary,no,677,yes,no,cellular,619,1,171,5,other,no
2008-10-18,31,student,single,tertiary,yes,74769,no,yes,telephone,2620,45,558,206,failure,no
2009-08-27,36,technician,married,secondary,no,25,no,no,cellular,127,4,-1,0,,no
2008-05-15,30,blue-collar,married,secondary,no,2,yes,no,,1000,1,-1,0,,no
2010-07-14,48,blue-collar,married,secondary,no,101,no,no,cellular,549,3,-1,0,,no
2008-06-17,50,retired,married,primary,no,1098,no,no,,168,1,-1,0,,no
2008-07-08,44,management,divorced,tertiary,no,193,no,yes,cellular,104,2,-1,0,,no
2008-04-09,39,technician,married,secondary,no,958,yes,no,cellular,141,5,142,4,failure,no
2009-07-31,47,management,married,tertiary,no,2473,yes,yes,cellular,122,2,-1,0,,no
2010-07-29,47,housemaid,divorced,primary,no,617,no,no,telephone,119,7,-1,0,,no
2010-06-04,42,management,married,tertiary,no,2665,yes,no,cellular,280,2,126,11,failure,yes
2009-03-05,45,admin.,divorced,secondary,no,2353,yes,no,cellular,182,1,107,2,other,yes
2009-11-08,22,student,single,secondary,no,2488,no,no,cellular,449,2,38,10,other,yes
2010-07-21,56,housemaid,married,secondary,no,619,yes,no,telephone,65,1,-1,0,,no
2008-06-26,57,self-employed,married,secondary,no,35,no,yes,,215,3,-1,0,,no
2010-05-11,38,blue-collar,married,secondary,no,625,yes,yes,cellular,210,1,-1,0,,no
2010-02-03,44,admin.,married,secondary,no,497,yes,no,cellular,321,3,270,2,other,no
2008-11-17,59,management,married,tertiary,no,0,no,no,cellular,90,2,110,2,failure,no
2010-02-02,42,entrepreneur,married,secondary,no,46,no,no,cellular,1013,1,-1,0,,no
2008-05-08,31,technician,single,secondary,no,691,yes,no,cellular,198,1,-1,0,,no
2010-11-21,57,management,single,,no,5368,yes,no,cellular,585,1,-1,0,,no
2009-06-04,27,services,single,secondary,no,339,no,no,cellular,182,1,-1,0,,yes
2008-09-25,37,management,married,tertiary,no,539,no,no,cellular,168,2,45,1,failure,no
2010-08-18,39,management,married,tertiary,no,2226,yes,no,cellular,103,8,-1,0,,no
2010-11-21,50,management,married,tertiary,no,4374,yes,no,cellular,163,2,113,3,failure,no
2010-09-24,40,management,single,tertiary,no,3840,yes,no,cellular,232,2,409,2,success,yes
2009-09-04,26,technician,single,secondary,no,1231,yes,no,cellular,230,1,93,7,success,yes
2009-05-06,45,blue-collar,married,primary,no,1558,yes,no,cellular,179,1,-1,0,,no
2010-07-31,27,blue-collar,single,secondary,no,677,no,yes,telephone,110,8,-1,0,,no
2009-05-20,48,blue-collar,married,secondary,no,5058,no,no,,169,4,-1,0,,no
2010-10-22,82,retired,married,primary,no,8603,no,no,cellular,306,3,107,1,success,yes
2009-05-19,26,technician,divorced,secondary,no,379,yes,yes,,501,3,-1,0,,no
2009-07-30,48,self-employed,married,tertiary,no,0,no,no,cellular,100,5,-1,0,,no
2008-05-11,48,technician,single,tertiary,no,-551,yes,no,cellular,168,2,-1,0,,no
2009-05-15,29,services,married,secondary,no,6567,yes,no,cellular,792,2,298,1,failure,yes
2009-07-30,51,technician,divorced,secondary,no,43,no,no,cellular,220,2,-1,0,,no
2009-05-15,44,services,married,secondary,no,5781,yes,yes,cellular,195,1,-1,0,,no
2008-07-17,30,services,married,secondary,no,7032,no,no,cellular,102,1,-1,0,,no
2008-05-28,29,blue-collar,single,primary,no,231,yes,no,,122,1,-1,0,,no
2010-05-14,32,blue-collar,single,primary,no,78,yes,no,cellular,72,2,-1,0,,no
2010-06-09,45,retired,divorced,primary,no,261,no,no,,123,1,-1,0,,no
2008-05-09,25,admin.,single,secondary,no,96,yes,no,,176,2,-1,0,,no
2008-02-06,36,services,married,secondary,no,488,yes,no,cellular,220,5,-1,0,,no
2008-11-17,39,admin.,married,primary,no,0,no,no,cellular,106,1,-1,0,,no
2008-07-28,59,blue-collar,divorced,secondary,no,-361,no,yes,cellular,247,3,-1,0,,no
2008-02-10,40,blue-collar,married,secondary,no,5060,no,no,cellular,154,2,93,1,success,yes
2010-07-24,25,blue-collar,single,secondary,no,674,no,no,cellular,736,2,-1,0,,no
2008-05-06,60,blue-collar,married,primary,no,6271,yes,no,cellular,210,2,254,5,failure,no
2008-06-09,53,management,married,primary,no,2096,no,no,,104,1,-1,0,,no
2010-11-18,47,management,married,secondary,no,458,no,no,cellular,66,1,-1,0,,no
2009-07-28,27,technician,married,secondary,no,0,yes,no,cellular,55,6,-1,0,,no
